cell,direction,fixture,pair,initiator,run_id,session_id,duration_ms,files,bytes,source_path,active_destination_path,archive_path,source_manifest,landed_manifest,source_trace,destination_trace,exit,valid
q_to_windows_large,q_to_windows,large,1,source_init,ldt4-001,3c6b78bf890a62b4,880,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-001,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-001.csv,endpoint/q/ldt4-001/client.err,endpoint/windows/ldt4-001/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,1,destination_init,ldt4-002,3d01ef392695e99c,1040,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-002,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-002.csv,endpoint/q/ldt4-002/daemon.err,endpoint/windows/ldt4-002/client.err,0,yes
q_to_windows_large,q_to_windows,large,2,destination_init,ldt4-003,e4580f5da727588f,1052,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-003,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-003.csv,endpoint/q/ldt4-003/daemon.err,endpoint/windows/ldt4-003/client.err,0,yes
q_to_windows_large,q_to_windows,large,2,source_init,ldt4-004,a52ed404d44f9a06,878,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-004,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-004.csv,endpoint/q/ldt4-004/client.err,endpoint/windows/ldt4-004/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,3,destination_init,ldt4-005,f5fa2cdc89e448ad,1048,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-005,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-005.csv,endpoint/q/ldt4-005/daemon.err,endpoint/windows/ldt4-005/client.err,0,yes
q_to_windows_large,q_to_windows,large,3,source_init,ldt4-006,5758b280860a3072,877,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-006,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-006.csv,endpoint/q/ldt4-006/client.err,endpoint/windows/ldt4-006/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,4,source_init,ldt4-007,e08ebc920ba25360,878,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-007,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-007.csv,endpoint/q/ldt4-007/client.err,endpoint/windows/ldt4-007/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,4,destination_init,ldt4-008,944401679e522f4e,1086,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-008,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-008.csv,endpoint/q/ldt4-008/daemon.err,endpoint/windows/ldt4-008/client.err,0,yes
q_to_windows_large,q_to_windows,large,5,source_init,ldt4-009,554c41e308da2137,878,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-009,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-009.csv,endpoint/q/ldt4-009/client.err,endpoint/windows/ldt4-009/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,5,destination_init,ldt4-010,732f7ec6d55af6e1,1092,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-010,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-010.csv,endpoint/q/ldt4-010/daemon.err,endpoint/windows/ldt4-010/client.err,0,yes
q_to_windows_large,q_to_windows,large,6,destination_init,ldt4-011,660d359c558c4f90,1056,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-011,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-011.csv,endpoint/q/ldt4-011/daemon.err,endpoint/windows/ldt4-011/client.err,0,yes
q_to_windows_large,q_to_windows,large,6,source_init,ldt4-012,7030de250b09f337,877,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-012,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-012.csv,endpoint/q/ldt4-012/client.err,endpoint/windows/ldt4-012/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,7,destination_init,ldt4-013,c86285a327ce2a5a,1050,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-013,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-013.csv,endpoint/q/ldt4-013/daemon.err,endpoint/windows/ldt4-013/client.err,0,yes
q_to_windows_large,q_to_windows,large,7,source_init,ldt4-014,5f4fd00574210b2b,878,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-014,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-014.csv,endpoint/q/ldt4-014/client.err,endpoint/windows/ldt4-014/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,8,source_init,ldt4-015,843d53cf2516b7ca,1081,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-015,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-015.csv,endpoint/q/ldt4-015/client.err,endpoint/windows/ldt4-015/daemon.err,0,yes
q_to_windows_large,q_to_windows,large,8,destination_init,ldt4-016,e5e6c9e7723dad95,895,1,1073741824,/Users/michael/blit-ldt4-staging/fixtures/src_large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,D:/blit-test/ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-016,manifests/source/q_to_windows_large.csv,manifests/landed/ldt4-016.csv,endpoint/q/ldt4-016/daemon.err,endpoint/windows/ldt4-016/client.err,0,yes
windows_to_q_large,windows_to_q,large,1,source_init,ldt4-017,9f05a4269ce679b5,894,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-017,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-017.csv,endpoint/windows/ldt4-017/client.err,endpoint/q/ldt4-017/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,1,destination_init,ldt4-018,24c8ac08f2f6df20,878,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-018,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-018.csv,endpoint/windows/ldt4-018/daemon.err,endpoint/q/ldt4-018/client.err,0,yes
windows_to_q_large,windows_to_q,large,2,destination_init,ldt4-019,070dfec1feba080a,879,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-019,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-019.csv,endpoint/windows/ldt4-019/daemon.err,endpoint/q/ldt4-019/client.err,0,yes
windows_to_q_large,windows_to_q,large,2,source_init,ldt4-020,00c8f4dcbd11cd58,920,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-020,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-020.csv,endpoint/windows/ldt4-020/client.err,endpoint/q/ldt4-020/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,3,destination_init,ldt4-021,97626e81322084bb,878,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-021,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-021.csv,endpoint/windows/ldt4-021/daemon.err,endpoint/q/ldt4-021/client.err,0,yes
windows_to_q_large,windows_to_q,large,3,source_init,ldt4-022,b25ad4b4d7dced51,895,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-022,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-022.csv,endpoint/windows/ldt4-022/client.err,endpoint/q/ldt4-022/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,4,source_init,ldt4-023,49070d793b61ca1d,894,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-023,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-023.csv,endpoint/windows/ldt4-023/client.err,endpoint/q/ldt4-023/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,4,destination_init,ldt4-024,df68f4081ff671b3,879,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-024,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-024.csv,endpoint/windows/ldt4-024/daemon.err,endpoint/q/ldt4-024/client.err,0,yes
windows_to_q_large,windows_to_q,large,5,source_init,ldt4-025,73f96d6ae8495cd9,914,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-025,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-025.csv,endpoint/windows/ldt4-025/client.err,endpoint/q/ldt4-025/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,5,destination_init,ldt4-026,40284327fbdacc70,878,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-026,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-026.csv,endpoint/windows/ldt4-026/daemon.err,endpoint/q/ldt4-026/client.err,0,yes
windows_to_q_large,windows_to_q,large,6,destination_init,ldt4-027,e9886e1596897140,902,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-027,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-027.csv,endpoint/windows/ldt4-027/daemon.err,endpoint/q/ldt4-027/client.err,0,yes
windows_to_q_large,windows_to_q,large,6,source_init,ldt4-028,c6e13bdcfcc5916e,895,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-028,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-028.csv,endpoint/windows/ldt4-028/client.err,endpoint/q/ldt4-028/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,7,destination_init,ldt4-029,e90ee982125e0c98,880,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-029,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-029.csv,endpoint/windows/ldt4-029/daemon.err,endpoint/q/ldt4-029/client.err,0,yes
windows_to_q_large,windows_to_q,large,7,source_init,ldt4-030,6a49f1393fffae1e,895,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-030,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-030.csv,endpoint/windows/ldt4-030/client.err,endpoint/q/ldt4-030/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,8,source_init,ldt4-031,81fce6198b956d78,949,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-031,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-031.csv,endpoint/windows/ldt4-031/client.err,endpoint/q/ldt4-031/daemon.err,0,yes
windows_to_q_large,windows_to_q,large,8,destination_init,ldt4-032,c374073ebdceba10,879,1,1073741824,D:/blit-test/rigw-module/src_large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/large,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-032,manifests/source/windows_to_q_large.csv,manifests/landed/ldt4-032.csv,endpoint/windows/ldt4-032/daemon.err,endpoint/q/ldt4-032/client.err,0,yes
windows_to_q_small,windows_to_q,small,1,source_init,ldt4-033,2fa724a0a98bf29c,660,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-033,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-033.csv,endpoint/windows/ldt4-033/client.err,endpoint/q/ldt4-033/daemon.err,0,yes
windows_to_q_small,windows_to_q,small,1,destination_init,ldt4-034,fa10835f54f23ddf,651,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-034,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-034.csv,endpoint/windows/ldt4-034/daemon.err,endpoint/q/ldt4-034/client.err,0,yes
windows_to_q_small,windows_to_q,small,2,destination_init,ldt4-035,3f757ac39ef62e10,649,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-035,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-035.csv,endpoint/windows/ldt4-035/daemon.err,endpoint/q/ldt4-035/client.err,0,yes
windows_to_q_small,windows_to_q,small,2,source_init,ldt4-036,130ee9c947838b1e,644,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-036,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-036.csv,endpoint/windows/ldt4-036/client.err,endpoint/q/ldt4-036/daemon.err,0,yes
windows_to_q_small,windows_to_q,small,3,destination_init,ldt4-037,d3e7aadbd73ddbd3,639,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-037,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-037.csv,endpoint/windows/ldt4-037/daemon.err,endpoint/q/ldt4-037/client.err,0,yes
windows_to_q_small,windows_to_q,small,3,source_init,ldt4-038,00064f6018b86c22,635,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-038,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-038.csv,endpoint/windows/ldt4-038/client.err,endpoint/q/ldt4-038/daemon.err,0,yes
windows_to_q_small,windows_to_q,small,4,source_init,ldt4-039,fa9cb8249ddac9a6,642,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-039,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-039.csv,endpoint/windows/ldt4-039/client.err,endpoint/q/ldt4-039/daemon.err,0,yes
windows_to_q_small,windows_to_q,small,4,destination_init,ldt4-040,b550595f9670fab6,634,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-040,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-040.csv,endpoint/windows/ldt4-040/daemon.err,endpoint/q/ldt4-040/client.err,0,yes
windows_to_q_small,windows_to_q,small,5,source_init,ldt4-041,31de03a71988c04a,692,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-041,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-041.csv,endpoint/windows/ldt4-041/client.err,endpoint/q/ldt4-041/daemon.err,0,yes
windows_to_q_small,windows_to_q,small,5,destination_init,ldt4-042,1fb027050a5fd063,646,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-042,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-042.csv,endpoint/windows/ldt4-042/daemon.err,endpoint/q/ldt4-042/client.err,0,yes
windows_to_q_small,windows_to_q,small,6,destination_init,ldt4-043,59113d02082773dd,636,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-043,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-043.csv,endpoint/windows/ldt4-043/daemon.err,endpoint/q/ldt4-043/client.err,0,yes
windows_to_q_small,windows_to_q,small,6,source_init,ldt4-044,eb044b837d22ee33,659,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-044,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-044.csv,endpoint/windows/ldt4-044/client.err,endpoint/q/ldt4-044/daemon.err,0,yes
windows_to_q_small,windows_to_q,small,7,destination_init,ldt4-045,f2d3c34f691a911c,633,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-045,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-045.csv,endpoint/windows/ldt4-045/daemon.err,endpoint/q/ldt4-045/client.err,0,yes
windows_to_q_small,windows_to_q,small,7,source_init,ldt4-046,578d1b6c407c8bb5,653,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-046,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-046.csv,endpoint/windows/ldt4-046/client.err,endpoint/q/ldt4-046/daemon.err,0,yes
windows_to_q_small,windows_to_q,small,8,source_init,ldt4-047,751e011342962d9f,642,10000,40960000,D:/blit-test/ldt4-staging/fixtures/src_small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/active/small,/Users/michael/blit-ldt4-sessions/ldt4-20260721T224319Z-96a4e3b03caf/retained/ldt4-047,manifests/source/windows_to_q_small.csv,manifests/landed/ldt4-047.csv,endpoint/windows/ldt4-047/client.err,endpoint/q/ldt4-047/daemon.err,0,yes
